rank,id_boleto,risk_score_heuristico,risk_level,statistical_score,statistical_level,score_consolidado,amount,delay_days,payer_uf,beneficiary_uf,tipo_especie,baixa_missing,z_payer,z_beneficiary,z_combined,motivo_estatistico,motivos_heuristicos
1132,11fc2aa34b33fb4f7cd28c6b2ac24925620b2d0e959408fa7c07b719342a78ee,32.0,medio,24.35,comportamento normal,29.7,23684.40,-45,RS,RS,DM DUPLICATA MERCANTIL,nao,0.9741,0.4918,0.9741,valor 0.97 desvios acima da media do pagador; valor 0.49 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1133,62a71ab14a21051b164881736178d20e06debf7d6423373e8695fac6ec9e86bc,40.67,medio,4.01,comportamento normal,29.67,6406.86,11,,,DM DUPLICATA MERCANTIL,nao,-0.1359,-0.1604,0.1604,valor 0.14 desvios abaixo da media do pagador; valor 0.16 desvios abaixo da media do beneficiario,pagamento com atraso de 11 dias; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1134,1786de79ff070609742b2e92d4709016f4673e5a19984b06fefb5134efd4e438,31.67,medio,25.0,desvio leve,29.67,225.82,8,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,-1.0,-0.0495,1.0,valor 1.00 desvios abaixo da media do pagador; valor 0.05 desvios abaixo da media do beneficiario,pagamento com atraso de 8 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo; indicador de inadimplencia moderado
1135,fccf1b0c710077a22dc0ddea0ff1ffe81e8d41d33d24bff3e103a8f6b47307ba,28.0,baixo,33.58,desvio leve,29.67,105693.28,0,,SP,DM DUPLICATA MERCANTIL,nao,-0.8071,-1.3434,1.3434,valor 0.81 desvios abaixo da media do pagador; valor 1.34 desvios abaixo da media do beneficiario,valor nominal elevado; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
1136,2f219243814fc0bc457b13197f6aa99251f52eb3eb98809e243d063888429e80,25.0,baixo,40.55,desvio leve,29.66,899.30,0,SP,RJ,DM DUPLICATA MERCANTIL,nao,1.6219,-0.7235,1.6219,valor 1.62 desvios acima da media do pagador; valor 0.72 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
1137,1c9938e2e608700f326876acf6b4590a8a1201163942f825a3606951b5b653b6,24.0,baixo,42.79,desvio leve,29.64,21713.08,0,,,DM DUPLICATA MERCANTIL,nao,1.513,1.7115,1.7115,valor 1.51 desvios acima da media do pagador; valor 1.71 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez
1138,61e6aabc983938ee7753ae8081a2acdb813b75a3058d8f6fe85d0e1d876fa0c9,11.0,baixo,73.13,anomalia moderada,29.64,14320.05,0,RS,,DM DUPLICATA MERCANTIL,nao,,2.9254,2.9254,valor 2.93 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
1139,5d330f43e1165e8762aca12f6e98bbfaa9bb4a77bd72bad9db6054a1b35bc544,21.0,baixo,49.73,desvio leve,29.62,67992.00,0,SP,,DM DUPLICATA MERCANTIL,nao,1.9891,1.0,1.9891,valor 1.99 desvios acima da media do pagador; valor 1.00 desvios acima da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; historico de atraso moderado
1140,86fe4f843b5292db87698da5d3b7fb8c86b117d8830ebf6ac3cd81caeef5abe5,33.67,medio,20.13,comportamento normal,29.61,52523.62,5,MG,MG,DM DUPLICATA MERCANTIL,nao,0.4968,0.8053,0.8053,valor 0.50 desvios acima da media do pagador; valor 0.81 desvios acima da media do beneficiario,pagamento com atraso de 5 dias; valor nominal elevado; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; score de quantidade intermediario
1141,fa047d17e9dd4ffad804ee012640d6fa56550c780cb05cf51b6517b271f7693d,34.67,medio,17.74,comportamento normal,29.59,5.24,17,RS,,CARTAO DE CREDITO,sim,,-0.7096,0.7096,valor 0.71 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 17 dias; beneficiario com baixa liquidez; historico de atraso moderado
1142,eb2f4a22fd66489774ef8559676f8bb86e07408cb23ce9327d65d777d9a1fa51,11.0,baixo,72.96,anomalia moderada,29.59,7538.54,0,SP,SP,DM DUPLICATA MERCANTIL,nao,-1.0,-2.9184,2.9184,valor 1.00 desvios abaixo da media do pagador; valor 2.92 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
1143,ea6f46753f30b1b4dfeeebb34843c99b6ee92482aa1255aaa36dd15371f05010,32.0,medio,23.92,comportamento normal,29.58,1517.60,-47,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.957,-0.6789,0.957,valor 0.96 desvios abaixo da media do pagador; valor 0.68 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1144,c16e85cdf825a7e602e277ca88db78ce935f1f67831a9e662d32ceaa2cf5d9a3,32.0,medio,23.86,comportamento normal,29.56,1548.40,-56,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.9543,-0.6773,0.9543,valor 0.95 desvios abaixo da media do pagador; valor 0.68 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1145,50c08cf43fe0130894c2e609ea134a363805f5ea261e5b68fc42ed3af944d7d5,41.67,medio,1.16,comportamento normal,29.52,340.66,8,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0464,0.0464,valor 0.05 desvios abaixo da media do beneficiario,pagamento com atraso de 8 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de materialidade intermediario; score de quantidade baixo
1146,97e8a5291a04cf48179d2d8854e14c665cf4e0a9ea1e92a87f58f19ced6fa4b4,32.0,medio,23.71,comportamento normal,29.51,1617.94,-16,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.9482,-0.6736,0.9482,valor 0.95 desvios abaixo da media do pagador; valor 0.67 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1147,c14144f4df3c2e629c11dbcd31ed5c7072c7422ea7487d5013f8e8f44fa4e0f3,32.0,medio,23.7,comportamento normal,29.51,23387.00,-14,RS,RS,DM DUPLICATA MERCANTIL,nao,0.9482,0.4761,0.9482,valor 0.95 desvios acima da media do pagador; valor 0.48 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1148,bd42cb4df4c276f434c2263fdc076900eb3f20cd7d173f45cc3cc8fcca7f2f01,32.67,medio,22.11,comportamento normal,29.5,258.01,2,GO,GO,DM DUPLICATA MERCANTIL,nao,0.8844,0.1629,0.8844,valor 0.88 desvios acima da media do pagador; valor 0.16 desvios acima da media do beneficiario,pagamento com atraso de 2 dias; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; pagador com liquidez moderada; score de quantidade baixo
1149,07e3a5c8c415999df915efc0bcbbd84e86341cf7d9a897bc7fd5e9ef642e79ab,32.0,medio,23.68,comportamento normal,29.5,23376.60,-54,RS,RS,DM DUPLICATA MERCANTIL,nao,0.9473,0.4755,0.9473,valor 0.95 desvios acima da media do pagador; valor 0.48 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1150,3ab4a2fceb29254d747e32c6fddc2dd008c78c50dd4bdba6f747b07145dbf867,19.0,baixo,53.99,anomalia moderada,29.5,32469.00,0,SP,PR,DM DUPLICATA MERCANTIL,nao,1.4111,2.1596,2.1596,valor 1.41 desvios acima da media do pagador; valor 2.16 desvios acima da media do beneficiario,valor nominal elevado; beneficiario com alta concentracao operacional; historico de atraso moderado
1151,ce6ee533df393839a7e9af9e9b56f69590b22081ce5af14ae12d29d40124515e,28.0,baixo,32.95,desvio leve,29.48,107051.00,-1,,SP,DM DUPLICATA MERCANTIL,nao,-0.7903,-1.3179,1.3179,valor 0.79 desvios abaixo da media do pagador; valor 1.32 desvios abaixo da media do beneficiario,valor nominal elevado; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia moderado
1152,a48fe2f30e7492e146bdce25ddddc4b151e159facc626f28492581876ef1d713,29.0,baixo,30.56,desvio leve,29.47,2205.96,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.0666,1.2222,1.2222,valor 0.07 desvios abaixo da media do pagador; valor 1.22 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1153,ae3480f2624fdfe6626d39aff3186d0d46fa744016a7b2c6fbdcc2e0397d8e9f,28.0,baixo,32.89,desvio leve,29.47,222245.67,0,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,0.9985,1.3155,1.3155,valor 1.00 desvios acima da media do pagador; valor 1.32 desvios acima da media do beneficiario,valor nominal entre os 5% maiores da base; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional
1154,53d837820c64a4ee89f16afa06fbb8cbe983ff92b2fcd1d6949a66e159fbccb1,11.0,baixo,72.58,anomalia moderada,29.47,1871.28,-8,GO,SC,DM DUPLICATA MERCANTIL,nao,,2.903,2.903,valor 2.90 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
1155,f5653256d51c8beba37d570fb0e6abe055ae6861d02d054fc6c9bf44ea76c2d9,13.0,baixo,67.86,anomalia moderada,29.46,9692.43,0,SP,SP,DM DUPLICATA MERCANTIL,nao,2.7144,1.0,2.7144,valor 2.71 desvios acima da media do pagador; valor 1.00 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; historico de atraso moderado
1156,268f4bdf6496afebd17512c9d47bde7186b65b60aabc3467ae9eb9fd16a46876,32.0,medio,23.48,comportamento normal,29.44,1719.20,-21,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.9394,-0.6682,0.9394,valor 0.94 desvios abaixo da media do pagador; valor 0.67 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1157,13aef43f1cfb54d4ee6bf2e954ad6d559dd066f0e251f36718a46b859e267f99,25.0,baixo,39.81,desvio leve,29.44,7.94,0,RS,,DM DUPLICATA MERCANTIL,nao,-1.5924,-1.239,1.5924,valor 1.59 desvios abaixo da media do pagador; valor 1.24 desvios abaixo da media do beneficiario,pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
1158,709a8d1c8bcd4441e1e74dc1d3f965d8d2b21c584c6393cdbbaac3faf958ede2,31.33,medio,25.0,desvio leve,29.43,108.74,10,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,1.0,-0.0527,1.0,valor 1.00 desvios acima da media do pagador; valor 0.05 desvios abaixo da media do beneficiario,pagamento com atraso de 10 dias; beneficiario com alta concentracao operacional; pagador com liquidez moderada; score de quantidade baixo; indicador de inadimplencia elevado
1159,317039d8e4fbedcb340f671f590e796739ad32cde9a4d3ee69f78262c935d5ad,31.33,medio,25.0,desvio leve,29.43,819.23,7,GO,GO,DM DUPLICATA MERCANTIL,nao,1.0,-0.6006,1.0,valor 1.00 desvios acima da media do pagador; valor 0.60 desvios abaixo da media do beneficiario,pagamento com atraso de 7 dias; pagador com baixa liquidez; beneficiario com baixa liquidez; score de quantidade baixo; historico de atraso moderado
1160,c78f03a1aa1eb435928323f626630efea5197524066d850de7df3834f412efbe,29.0,baixo,30.4,desvio leve,29.42,2042.40,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1725,-1.2162,1.2162,valor 0.17 desvios abaixo da media do pagador; valor 1.22 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1161,513057c8c7542250f73be3d375d06ab8a109e63dcaa19613b392f49549f82696,29.0,baixo,30.4,desvio leve,29.42,2042.40,0,BA,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,-0.1725,-1.2162,1.2162,valor 0.17 desvios abaixo da media do pagador; valor 1.22 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com liquidez moderada; beneficiario com baixa liquidez; indicador de inadimplencia moderado
1162,c8bdd53794ab4f9172f25d844cd8dd1e5c21223f7a463d16e83aab894fdb26c8,32.0,medio,23.36,comportamento normal,29.41,23230.80,-52,RS,RS,DM DUPLICATA MERCANTIL,nao,0.9346,0.4678,0.9346,valor 0.93 desvios acima da media do pagador; valor 0.47 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1163,de0fb0b8d7675497b9e5f50c801f9c798963da5412bc717a37b36b1cc7320393,32.0,medio,23.36,comportamento normal,29.41,23230.80,-47,RS,RS,DM DUPLICATA MERCANTIL,nao,0.9346,0.4678,0.9346,valor 0.93 desvios acima da media do pagador; valor 0.47 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1164,2a89a9803a80180373e58e8afee917b34d7e3c710ab61ec8bc6ea8558b17912f,27.33,baixo,34.25,desvio leve,29.41,112017.20,1,SP,SP,DM DUPLICATA MERCANTIL,nao,-1.37,1.2098,1.37,valor 1.37 desvios abaixo da media do pagador; valor 1.21 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1165,779f55661eed52bd900ab132e62bff958a0cf2f100c1cc54e45a1dca2441720e,11.0,baixo,72.37,anomalia moderada,29.41,1868.10,0,GO,SC,DM DUPLICATA MERCANTIL,nao,,2.8947,2.8947,valor 2.89 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
1166,4f06d39fc01fea61e346bbecc1d391cc0facce2b65f00c23938ab956db58acab,34.0,medio,18.65,comportamento normal,29.39,51066.89,6,MG,MG,DM DUPLICATA MERCANTIL,nao,0.401,0.7458,0.7458,valor 0.40 desvios acima da media do pagador; valor 0.75 desvios acima da media do beneficiario,pagamento com atraso de 6 dias; valor nominal elevado; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; score de quantidade intermediario
1167,c36826edeba9f80158f3fa6d0abf1851f38cf8080a48492a9883e88b917eaa40,29.0,baixo,30.28,desvio leve,29.38,182.08,0,PR,,DM DUPLICATA MERCANTIL,nao,-1.2111,-1.0705,1.2111,valor 1.21 desvios abaixo da media do pagador; valor 1.07 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; indicador de inadimplencia moderado
1168,931553855977a04d1647dacdd4e9ef7efedc5474fe3d49ba292a112fe250c067,32.0,medio,23.21,comportamento normal,29.36,1847.61,-46,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.9282,-0.6615,0.9282,valor 0.93 desvios abaixo da media do pagador; valor 0.66 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1169,e46d4075a2877e98cd268a33a0e3de8af117cff9a827bfa547c04b558c3aad7b,36.67,medio,12.26,comportamento normal,29.35,120000.00,14,SP,CE,DM DUPLICATA MERCANTIL,nao,,0.4903,0.4903,valor 0.49 desvios acima da media do beneficiario,pagamento com atraso de 14 dias; valor nominal elevado; pagador com baixa liquidez; score de quantidade intermediario; indicador de inadimplencia elevado
1170,e23dc518c66175186360f139ca226a5f03476ad3f66ee4a935fa68614f8833ac,29.0,baixo,30.15,desvio leve,29.34,1175.01,0,RR,BA,DM DUPLICATA MERCANTIL,nao,-1.2062,-0.7632,1.2062,valor 1.21 desvios abaixo da media do pagador; valor 0.76 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
1171,9d51eaf05043a18f0924c9f3cafb5f25fe9c7659bc30eaaf0dc0e6e692bde4c9,29.0,baixo,30.15,desvio leve,29.34,1175.01,0,RR,BA,DM DUPLICATA MERCANTIL,nao,-1.2062,-0.7632,1.2062,valor 1.21 desvios abaixo da media do pagador; valor 0.76 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado; indicador de inadimplencia elevado
1172,1ee0187e1b77fd0dfff1a55fb28fca5df66dbb0ec5f1a3abe19cd29497323d2a,41.33,medio,1.27,comportamento normal,29.31,178.81,7,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0508,0.0508,valor 0.05 desvios abaixo da media do beneficiario,pagamento com atraso de 7 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de materialidade intermediario; score de quantidade baixo
1173,e58ae1249a4999b2d1c9770071f797b1321a7aebbcc894ce6987174348e24fff,35.0,medio,16.02,comportamento normal,29.31,35.50,0,MA,RJ,DM DUPLICATA MERCANTIL,nao,-0.6408,-0.4822,0.6408,valor 0.64 desvios abaixo da media do pagador; valor 0.48 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; beneficiario com baixa liquidez; historico de atraso moderado; indicador de inadimplencia elevado
1174,1ac4503825157343861e61cd5266dda2d08ec235a029e01e122fa3159385fd6a,32.0,medio,23.05,comportamento normal,29.31,23085.00,-21,RS,RS,DM DUPLICATA MERCANTIL,nao,0.9219,0.4601,0.9219,valor 0.92 desvios acima da media do pagador; valor 0.46 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1175,b599fd6230d5e601e5f30f057aa9a49294642648c7aefb363f81b49bb4102942,35.0,medio,15.95,comportamento normal,29.29,67.87,0,MA,RJ,DM DUPLICATA MERCANTIL,nao,-0.6379,-0.478,0.6379,valor 0.64 desvios abaixo da media do pagador; valor 0.48 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; beneficiario com baixa liquidez; historico de atraso moderado; indicador de inadimplencia elevado
1176,e345e04145d9c7426cd09271523e203fd544ec0811835b28d4541ff24688fa83,32.33,medio,22.2,comportamento normal,29.29,25420.20,1,MG,MG,DM DUPLICATA MERCANTIL,nao,0.5729,0.888,0.888,valor 0.57 desvios acima da media do pagador; valor 0.89 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
1177,2a95a5e1a8cd82eb8413620883036ff4f311864d42805039ccd16a1427c48606,29.0,baixo,29.88,desvio leve,29.26,518279.50,0,SP,SP,DM DUPLICATA MERCANTIL,nao,0.9894,1.1953,1.1953,valor 0.99 desvios acima da media do pagador; valor 1.20 desvios acima da media do beneficiario,valor nominal entre os 5% maiores da base; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; historico de atraso moderado
1178,dc630c8f86e07d174c48da94ee63961f3c2623c24977a78dff2bf365955d205a,28.0,baixo,32.12,desvio leve,29.24,73360.00,0,PR,MT,DM DUPLICATA MERCANTIL,nao,-0.4697,-1.2846,1.2846,valor 0.47 desvios abaixo da media do pagador; valor 1.28 desvios abaixo da media do beneficiario,valor nominal elevado; pagador com recorrencia relevante; beneficiario com alta concentracao operacional; indicador de inadimplencia elevado
1179,e2e75a666fe25973182bf146098a880a6380fb6c04f711903f13764055fdf58b,16.0,baixo,60.15,anomalia moderada,29.24,1681.17,-2,PA,SC,DM DUPLICATA MERCANTIL,nao,,2.406,2.406,valor 2.41 desvios acima da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso elevado
1180,c57e3b261d8bbdb123bd30256fdeb18bf4240b4948381feac7a15e411243abe2,30.67,medio,25.88,desvio leve,29.23,9027.82,8,PE,,DM DUPLICATA MERCANTIL,sim,,1.0353,1.0353,valor 1.04 desvios acima da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 8 dias; beneficiario com alta concentracao operacional; pagador com liquidez moderada
1181,32f69876a97fc7c61703af1192cb9da7fa1423904d3369e758abe09965d6e756,21.33,baixo,47.59,desvio leve,29.21,136526.28,1,RJ,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,1.9035,1.4126,1.9035,valor 1.90 desvios acima da media do pagador; valor 1.41 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; valor nominal elevado; pagador com alta recorrencia de boletos; indicador de inadimplencia moderado
1182,4c799c5862f80cebfba8338383a3a1bb9fccbd1a66f75825eaeab5cba60b56db,31.0,medio,25.0,desvio leve,29.2,31901.16,-1,SP,MG,DM DUPLICATA MERCANTIL,sim,1.0,-0.7071,1.0,valor 1.00 desvios acima da media do pagador; valor 0.71 desvios abaixo da media do beneficiario,boleto sem valor de baixa; valor nominal elevado; historico de atraso moderado
1183,abbfaaf5908b05ed829edd1aa0c495e19f8f8913b3f361c239cf6c0e427685f1,31.0,medio,25.0,desvio leve,29.2,66528.50,0,SC,SC,DM DUPLICATA MERCANTIL,nao,1.0,1.0,1.0,valor 1.00 desvios acima da media do pagador; valor 1.00 desvios acima da media do beneficiario,valor nominal elevado; pagador com baixa liquidez; score de materialidade intermediario; score de quantidade baixo
1184,0fbf3175f6fea55b04aea82c765c0f0c735394122ddc951788c96f9a26477b2d,27.0,baixo,34.25,desvio leve,29.17,112017.20,0,SP,SP,DM DUPLICATA MERCANTIL,nao,-1.37,1.2098,1.37,valor 1.37 desvios abaixo da media do pagador; valor 1.21 desvios acima da media do beneficiario,valor nominal elevado; pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1185,bb062fbc5f7b18184862330d1d713fa229ef42a3af7c5774166dbf1e98e7d4ed,32.0,medio,22.49,comportamento normal,29.15,22828.01,-29,RS,RS,DM DUPLICATA MERCANTIL,nao,0.8995,0.4465,0.8995,valor 0.90 desvios acima da media do pagador; valor 0.45 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1186,728260ee2f4c9196d7beb56ac935c45ddb3158f940e7ac8538cf6e8fafa74203,32.0,medio,22.51,comportamento normal,29.15,22838.41,-28,RS,RS,DM DUPLICATA MERCANTIL,nao,0.9004,0.4471,0.9004,valor 0.90 desvios acima da media do pagador; valor 0.45 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1187,1025de8dd0324093994ffaa94a102ef7c15e82435834d6b0f8988f1a5e915030,32.0,medio,22.49,comportamento normal,29.15,22828.00,-29,RS,RS,DM DUPLICATA MERCANTIL,nao,0.8995,0.4465,0.8995,valor 0.90 desvios acima da media do pagador; valor 0.45 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1188,d2e0c12815d00f6063abcc218513625e7630d779005b5b0f702bef58c43d9cbf,33.67,medio,18.57,comportamento normal,29.14,645.00,2,SP,SP,DMI DUPLICATA MERCANTIL INDICACAO,sim,,-0.7427,0.7427,valor 0.74 desvios abaixo da media do beneficiario,boleto sem valor de baixa; pagamento com atraso de 2 dias; beneficiario com alta concentracao operacional; pagador com liquidez moderada; indicador de inadimplencia moderado
1189,0007f7457522ecca308c7f08a8174ecc7f60473241e015f62044f4828b2e5cf8,32.0,medio,22.46,comportamento normal,29.14,22814.00,-28,RS,RS,DM DUPLICATA MERCANTIL,nao,0.8982,0.4458,0.8982,valor 0.90 desvios acima da media do pagador; valor 0.45 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1190,4c29417738bb0b5f0ff126618a8433f97b0b83a178a19e51257900f09a167856,32.0,medio,22.46,comportamento normal,29.14,22814.00,-28,RS,RS,DM DUPLICATA MERCANTIL,nao,0.8982,0.4458,0.8982,valor 0.90 desvios acima da media do pagador; valor 0.45 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1191,2901b90a7d66ad694d7a0ff063c6401a32923dd446862b89ceb15f9b740e9b85,34.0,medio,17.73,comportamento normal,29.12,1102.40,0,PI,RJ,DM DUPLICATA MERCANTIL,nao,0.7091,-0.0396,0.7091,valor 0.71 desvios acima da media do pagador; valor 0.04 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo; indicador de inadimplencia elevado
1192,60878cce9deda4eb4dc85c09eb9561e32c9056595d09109fcf38cd00bfd1cc5f,19.0,baixo,52.72,anomalia moderada,29.12,736.00,-3,SP,SP,DM DUPLICATA MERCANTIL,nao,1.5987,2.1086,2.1086,valor 1.60 desvios acima da media do pagador; valor 2.11 desvios acima da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; historico de atraso moderado
1193,214e7f0fb83ad6a9832f91a5c4a5d0ab75a73cdfa595249e2949e5df0406150c,36.33,medio,12.12,comportamento normal,29.07,451.52,4,CE,SC,DM DUPLICATA MERCANTIL,nao,,-0.4847,0.4847,valor 0.48 desvios abaixo da media do beneficiario,pagamento com atraso de 4 dias; beneficiario com alta concentracao operacional; pagador com baixa liquidez; beneficiario com baixa liquidez; score de quantidade baixo
1194,d59c364a8754e976dc3f6c85d8ea927875c4b1ebfa5aeb66035b3b88a3541d72,32.0,medio,22.2,comportamento normal,29.06,2308.50,-40,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.8881,-0.6371,0.8881,valor 0.89 desvios abaixo da media do pagador; valor 0.64 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1195,7a060f200b6a2ed7921b6bded73908bddc08d015616fbf7a87146eeb1c4a8ed4,32.0,medio,22.2,comportamento normal,29.06,2308.50,-53,RS,RS,DM DUPLICATA MERCANTIL,nao,-0.8881,-0.6371,0.8881,valor 0.89 desvios abaixo da media do pagador; valor 0.64 desvios abaixo da media do beneficiario,pagador com alta recorrencia de boletos; beneficiario com alta concentracao operacional; pagador com baixa liquidez; score de quantidade baixo
1196,0764b115108944f173473b72554acceaacc87e5728cfdc2e6e19396ed85854ea,19.0,baixo,52.54,anomalia moderada,29.06,62892.16,0,,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,,2.1015,2.1015,valor 2.10 desvios acima da media do beneficiario,valor nominal elevado; beneficiario com alta concentracao operacional; historico de atraso moderado
1197,d4efc5bee7ca0a927f91ac5c72f041991d3a16e08a19e16767e7cbd7461618dc,21.0,baixo,47.85,desvio leve,29.05,36378.42,0,SP,SP,DM DUPLICATA MERCANTIL,nao,1.914,,1.914,valor 1.91 desvios acima da media do pagador,valor nominal elevado; pagador com alta recorrencia de boletos; historico de atraso moderado
