rank,id_boleto,risk_score_heuristico,risk_level,statistical_score,statistical_level,score_consolidado,amount,delay_days,payer_uf,beneficiary_uf,tipo_especie,baixa_missing,z_payer,z_beneficiary,z_combined,motivo_estatistico,motivos_heuristicos
6470,72c8d6b00fe8635539a6f3e23fbf610b38443b23a085679f74da183e80371742,11.0,baixo,1.27,comportamento normal,8.08,179.57,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0508,0.0508,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6471,e9912c2b476a17e3645c99a42d60232273e4484df9e5d9e7893d0c999fca88f1,11.0,baixo,1.28,comportamento normal,8.08,165.52,0,SC,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0512,0.0512,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6472,3d7f67e2f88880757c0c9696f4994e5aa47201ee560c30e7645d57388953ee45,11.0,baixo,1.28,comportamento normal,8.08,165.35,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0512,0.0512,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6473,6fa67842fd5c3b01552f6ca97d86dce15a39a3b3470132a20b69780d7bec9f05,11.0,baixo,1.26,comportamento normal,8.08,193.21,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0504,0.0504,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6474,f577f24e3f4b4a7c290cf6df429e2bfa1da371e9549e5210c7a316cc69e4b12e,11.0,baixo,1.28,comportamento normal,8.08,169.60,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0511,0.0511,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6475,19abb8373c1b27921dc650b0be3537ba06ba6071cc862339cda0f4a165a52d1e,11.0,baixo,1.28,comportamento normal,8.08,157.40,-16,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0514,0.0514,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6476,932bc8da62a5b2e1c7b58aa5ff3b86336c4a22866c585a57d7589e49392a828a,11.0,baixo,1.27,comportamento normal,8.08,179.28,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0508,0.0508,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6477,c308ca01b1a410f164ab82ff5b65c132c6ff6623a80483ecba505fd65f20ccdc,11.0,baixo,1.26,comportamento normal,8.08,196.69,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0503,0.0503,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6478,938e34f9dcc1dee5fe5c4fbcda2790812cb02e6560744a53cd796065cf57d58f,11.0,baixo,1.26,comportamento normal,8.08,200.50,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0502,0.0502,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6479,a737a0864948fd54d86956764383cd9f1d8338087c1bffde53a65d8987e3f1ab,11.0,baixo,1.28,comportamento normal,8.08,160.88,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0513,0.0513,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6480,68a8ca8bd8d996bedb02b1048949695e50edbcecf97b0bc9a55a30072d159d25,11.0,baixo,1.28,comportamento normal,8.08,158.30,-18,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0514,0.0514,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6481,9249b9a385786616373ad00437f27425132296a3a241d0c875ef4210552040df,11.0,baixo,1.27,comportamento normal,8.08,184.40,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0507,0.0507,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6482,68f561a78ecfc2a1df582310dfef4e87f20bad498011b15d31d369079c8856c0,11.0,baixo,1.26,comportamento normal,8.08,201.00,-38,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0502,0.0502,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6483,9fff7d9e28baa182decc3eb3f16f70c610c8757c143092a1ca2a1f8ea53e25e9,11.0,baixo,1.28,comportamento normal,8.08,159.15,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0513,0.0513,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6484,244c7a60cfe35280e8a393b14fcade7f9ae2eabf8c00cd46d1e06476ee175e83,11.0,baixo,1.28,comportamento normal,8.08,157.28,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0514,0.0514,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6485,fcc560d70a7d5f8ce9974c1eddab174e2ddda0944e09c89092ac5e849f702bf9,11.0,baixo,1.27,comportamento normal,8.08,180.80,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0507,0.0507,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6486,9031b7e8b7cf4d790177ea6efeede9cd046b91562bcd961563d63895915e8dcb,11.0,baixo,1.28,comportamento normal,8.08,165.92,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0512,0.0512,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6487,e471b990eac23be01668d94fb663b864877d5d69ddcebca3c7d50ac7938fad35,11.0,baixo,1.28,comportamento normal,8.08,158.25,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0514,0.0514,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6488,f31b47a7c0eee6fae32de859895b5eeadb67f48d13258b054a01397a43f39abf,11.0,baixo,1.28,comportamento normal,8.08,165.02,-1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0512,0.0512,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6489,9e313ff6ba9377cea647a7265a360cc7cbe5b720dba8798b5a83c72d472a4380,11.0,baixo,1.28,comportamento normal,8.08,169.28,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0511,0.0511,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6490,2776bb77e008b66dd4191dd62b639d3af4aa167e6ed8f55a7cf7692bbc87c956,11.0,baixo,1.27,comportamento normal,8.08,171.68,-2,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.051,0.051,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6491,524fe3c4b8189cfd1efeb4960ad65af89b8ea45b96f5d21a846d29e1fa80f852,11.0,baixo,1.27,comportamento normal,8.08,178.19,-1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0508,0.0508,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6492,d58bbf5a399a3c321c04af41e2a678a21a495f1cca655816d1f1f6479a15e3f9,11.0,baixo,1.26,comportamento normal,8.08,187.20,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0506,0.0506,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6493,869a218d44e4eb26c3519867b4babcdc58d93762356d7d3fc484a82e82ace74a,11.0,baixo,1.27,comportamento normal,8.08,185.70,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0506,0.0506,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6494,2a58ee4fef94d737bb8101ed12f794c4c6456cfc4aa00055b56b82f9766db5e5,11.0,baixo,1.27,comportamento normal,8.08,172.86,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.051,0.051,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6495,50581edbb387669eb3482b36752e62efd4c920144f490269a39e2282a6583e8c,11.0,baixo,1.28,comportamento normal,8.08,168.69,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0511,0.0511,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6496,1da2a121efa940b5d1de0f73b347ceac9377b7187de1b1ba40ce85b8739f5e62,11.0,baixo,1.26,comportamento normal,8.08,191.98,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0504,0.0504,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6497,97bc39ab80d0854d5ea2b83d9d98dbc1ddd5f106008d993a3a804a091709ac5b,11.0,baixo,1.26,comportamento normal,8.08,6207.04,0,SP,RJ,DM DUPLICATA MERCANTIL,nao,,-0.0503,0.0503,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6498,1d8d4e5f96f5a4016c6d58ba467b52e2af1b3ae84071ac1bb7caf5a2fc8fa8d6,6.33,baixo,12.17,comportamento normal,8.08,574.60,1,MG,SC,DM DUPLICATA MERCANTIL,nao,,-0.487,0.487,valor 0.49 desvios abaixo da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional
6499,a275f55af42e53ce6a9692f8ecded0cbeabfdc69e73497e03c01955ac9c14de1,11.33,baixo,0.45,comportamento normal,8.07,928.47,1,SP,RJ,DM DUPLICATA MERCANTIL,nao,,0.018,0.018,valor 0.02 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6500,f85e4c4284070cd56d3eb002ac1436cb081eb3a701eae6e4b1a7502ca4d1bd88,11.33,baixo,0.45,comportamento normal,8.07,2688.00,1,RS,SC,DM DUPLICATA MERCANTIL,nao,,0.018,0.018,valor 0.02 desvios acima da media do beneficiario,pagamento com atraso de 1 dias; beneficiario com alta concentracao operacional; historico de atraso moderado
6501,f175194c7083b137adece8a92f6cd16dff536860bf4dd6788d57e74182b08935,11.0,baixo,1.22,comportamento normal,8.07,247.08,-6,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.049,0.049,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6502,a9daa67807dff711fdc133685572301776fd5bba76269a0e536afcb329be50b5,11.0,baixo,1.23,comportamento normal,8.07,242.87,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0491,0.0491,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6503,0d61c19f83e7bee73476b91b6872aaf09cfef7109a38d7ae7210040fd4e3ce80,11.0,baixo,1.25,comportamento normal,8.07,211.51,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0499,0.0499,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6504,6b47dc12892a3ee3b2c73c81e0402f982c4073d07cf0395ec946994b3cba9fb3,11.0,baixo,1.23,comportamento normal,8.07,234.89,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0493,0.0493,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6505,5d9299b7401fa4c351c5a1c44b72ecb3a0b375952e7e6e228e578f0c6c4f2cca,11.0,baixo,1.24,comportamento normal,8.07,224.64,-1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0496,0.0496,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6506,b0f5e60291adf8fcc6e220dc58ac5073d063e2652b528ff4297f52d5fb96c683,11.0,baixo,1.24,comportamento normal,8.07,225.86,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0495,0.0495,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6507,0c5fc018bdec916df7348d5e795af6fba6926737bf90d1882821cd7448e709b9,11.0,baixo,1.23,comportamento normal,8.07,238.40,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0492,0.0492,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6508,17dc7b8f22b62ae6e60f9f7f1f6dba49670e76a9736b4e6126f6ff3ec24443a3,11.0,baixo,1.25,comportamento normal,8.07,215.94,-1,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0498,0.0498,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6509,47bf7e4136d4e8dac6cadbca6c19452e3390c1309c0b14ed3ec460f18e10fc3a,11.0,baixo,1.22,comportamento normal,8.07,255.94,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0487,0.0487,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6510,61ee301cf8169c839e3b0f39f08609a7d298a79f4f37ea3cd372e81fb3e2e36a,11.0,baixo,1.25,comportamento normal,8.07,214.78,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0498,0.0498,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6511,b0655da25468ad892e85a0cae107770c096cb30413fdaa19dbba14e1e4cc32dc,11.0,baixo,1.23,comportamento normal,8.07,240.80,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0491,0.0491,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6512,431330cb9691ba0ad151c7b32eb31e611dac762afbf6e74c9a3900e4da34fb9a,11.0,baixo,1.24,comportamento normal,8.07,230.21,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0494,0.0494,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6513,9eae6e29b29cb83bde448703eea902308386921c69ebb054faba8f874915879d,11.0,baixo,1.25,comportamento normal,8.07,207.71,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.05,0.05,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6514,06537526b102693d7f023c9906a6fbe33e0870576d3650f07840a368b3777a47,11.0,baixo,1.22,comportamento normal,8.07,254.07,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0488,0.0488,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6515,be51d96a097ea003e36df0c76e3868e4b9f1268ec94b80a2c90943027572232b,11.0,baixo,1.24,comportamento normal,8.07,216.30,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0498,0.0498,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6516,f9ae2a9e0ec5170a0456e48acfb63f6c45080ea416ed3a52200af0658bdcc0fb,11.0,baixo,1.25,comportamento normal,8.07,207.71,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.05,0.05,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6517,5855a935654d7e022e89753bd304499a2b7e611adafc17648d55b09b9214d327,11.0,baixo,1.23,comportamento normal,8.07,231.55,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0494,0.0494,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6518,f2d482bb57b4647e9c3c1c6116259420fbc50b61918f9c9a48922b18c28b0428,11.0,baixo,1.25,comportamento normal,8.07,209.94,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.05,0.05,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6519,3d4d87c7f87117985afb5697340074c48c05f4bbd80d4152ec9fbef3845c76b7,11.0,baixo,1.24,comportamento normal,8.07,220.34,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0497,0.0497,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6520,3ae4988286dbb8c05675b6b524ca79e01c28ccf0a8b537fa3789755e37920408,11.0,baixo,1.24,comportamento normal,8.07,219.69,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0497,0.0497,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6521,68c7bec63fcc245928faab05181711527f651fc919f939e90f9057ed6c96a079,11.0,baixo,1.22,comportamento normal,8.07,254.50,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0488,0.0488,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; indicador de inadimplencia moderado
6522,4a41145a0c622b6ac716ff85dd86df7f31a5a9a635965d18eab058ed5906119c,11.0,baixo,1.22,comportamento normal,8.07,248.26,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0489,0.0489,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6523,6418f85b4f10233224a022d6d646a1525947f42b9eb82676bba5d18ad69b6d3c,11.0,baixo,1.24,comportamento normal,8.07,221.71,0,SP,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0496,0.0496,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6524,aa874d808294fcadcda434feaa547d793379899280633486be0aaba89d6379ac,11.0,baixo,1.24,comportamento normal,8.07,226.04,-6,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0495,0.0495,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6525,8e7df9f0c4a92594bf48333b48d71d9139cb7cf98bf358667bc347380c15a253,11.0,baixo,1.22,comportamento normal,8.07,246.80,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.049,0.049,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6526,6073b54bc407f17d783819fc46e706279e2c346425132f248814e8092711649e,11.0,baixo,1.23,comportamento normal,8.07,234.02,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0493,0.0493,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6527,b1ea892ba47de6b916db76f60160f4d27169d9ff149fea2e5473ef96d790ce00,11.0,baixo,1.22,comportamento normal,8.07,250.89,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0489,0.0489,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6528,d670a1b154749eeb38a379af9678fc6b8884695afc72a727b0dba1e718856c7b,11.0,baixo,1.24,comportamento normal,8.07,223.98,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0496,0.0496,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6529,de7a69b6eabadfa9906da5f0ba6d39abffcca6218fac828fe5441b13bd1d4290,11.0,baixo,1.24,comportamento normal,8.07,228.34,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0495,0.0495,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6530,020745f2bc9a17b105b81e02579ba95ae0f4396ca23ed2418b521d554709f6a2,11.0,baixo,1.22,comportamento normal,8.07,2977.49,0,MT,SP,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0488,0.0488,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6531,46fe8994712eefc87ec6dcdc5d716b4ffd9c65d77aa7b56e00cf0ea12e7d36d1,11.0,baixo,1.2,comportamento normal,8.06,288.08,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0479,0.0479,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6532,15101ca67d9c37792cf1bcf9b2e4494b2e581c6d13618484f757e03a11752ab3,11.0,baixo,1.19,comportamento normal,8.06,293.90,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0477,0.0477,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
6533,eb77579268668bfe4c8a43846bf65fa3f774708bd337b863f36dd358f5c6ffd9,11.0,baixo,1.19,comportamento normal,8.06,298.93,0,PR,SC,DMI DUPLICATA MERCANTIL INDICACAO,nao,,-0.0476,0.0476,valor 0.05 desvios abaixo da media do beneficiario,beneficiario com alta concentracao operacional; historico de atraso moderado
